origin,destination,fare,f
Walachchena,Kiribathgoda,1580.0,"[:Fare {fare: 1580.0, route_id: route_db78ea66_160_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Yakkala,1480.0,"[:Fare {fare: 1480.0, route_id: route_db78ea66_161_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Warakapola,1340.0,"[:Fare {fare: 1340.0, route_id: route_db78ea66_163_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Polgahawela,1240.0,"[:Fare {fare: 1240.0, route_id: route_db78ea66_164_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Palawiya,1450.0,"[:Fare {fare: 1450.0, route_id: route_db78ea66_54_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Ibbagamuwa,1040.0,"[:Fare {fare: 1040.0, route_id: route_db78ea66_166_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Malsiripura,975.0,"[:Fare {fare: 975.0, route_id: route_db78ea66_167_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Galewela,900.0,"[:Fare {fare: 900.0, route_id: route_db78ea66_168_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Nindawur,510.0,"[:Fare {fare: 510.0, route_id: route_db78ea66_8_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Batticaloa,255.0,"[:Fare {fare: 255.0, route_id: route_db78ea66_12_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Oluwil,550.0,"[:Fare {fare: 550.0, route_id: route_db78ea66_7_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Nochchiyagama,1250.0,"[:Fare {fare: 1250.0, route_id: route_db78ea66_67_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Anuradhapura,1130.0,"[:Fare {fare: 1130.0, route_id: route_db78ea66_68_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Dambulla,910.0,"[:Fare {fare: 910.0, route_id: route_db78ea66_184_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Kaduwela,510.0,"[:Fare {fare: 510.0, route_id: route_db78ea66_72_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Kaduwela,510.0,"[:Fare {fare: 510.0, route_id: route_db78ea66_187_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Puttalam,1515.0,"[:Fare {fare: 1515.0, route_id: route_db78ea66_66_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Nittabuwa,1525.0,"[:Fare {fare: 1525.0, route_id: route_db78ea66_177_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Norochchole,1645.0,"[:Fare {fare: 1645.0, route_id: route_db78ea66_64_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Kalpitiya,1780.0,"[:Fare {fare: 1780.0, route_id: route_db78ea66_63_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Maradankadawala,920.0,"[:Fare {fare: 920.0, route_id: route_db78ea66_69_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Habarana,780.0,"[:Fare {fare: 780.0, route_id: route_db78ea66_70_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Habarana,780.0,"[:Fare {fare: 780.0, route_id: route_db78ea66_185_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Minneriya,635.0,"[:Fare {fare: 635.0, route_id: route_db78ea66_71_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Minneriya,635.0,"[:Fare {fare: 635.0, route_id: route_db78ea66_186_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Welikanda,380.0,"[:Fare {fare: 380.0, route_id: route_db78ea66_73_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Welikanda,380.0,"[:Fare {fare: 380.0, route_id: route_db78ea66_188_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Walachchena,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_74_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Walachchena,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_189_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Kaththankudi,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_4_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Kalawanchikudi,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_3_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Kalmunai,380.0,"[:Fare {fare: 380.0, route_id: route_db78ea66_2_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Akkareipaththu,500.0,"[:Fare {fare: 500.0, route_id: route_db78ea66_499_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Kiribathgoda,1680.0,"[:Fare {fare: 1680.0, route_id: route_db78ea66_175_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Yakkala,1580.0,"[:Fare {fare: 1580.0, route_id: route_db78ea66_176_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Warakapola,1435.0,"[:Fare {fare: 1435.0, route_id: route_db78ea66_178_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Polgahawela,1340.0,"[:Fare {fare: 1340.0, route_id: route_db78ea66_179_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Palawiya,1545.0,"[:Fare {fare: 1545.0, route_id: route_db78ea66_65_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Ibbagamuwa,1140.0,"[:Fare {fare: 1140.0, route_id: route_db78ea66_181_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Malsiripura,1075.0,"[:Fare {fare: 1075.0, route_id: route_db78ea66_182_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Galewela,995.0,"[:Fare {fare: 995.0, route_id: route_db78ea66_183_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Nindawur,415.0,"[:Fare {fare: 415.0, route_id: route_db78ea66_1_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Batticaloa,160.0,"[:Fare {fare: 160.0, route_id: route_db78ea66_5_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Wakaneri Junction,255.0,"[:Fare {fare: 255.0, route_id: route_db78ea66_360_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Oluwil,445.0,"[:Fare {fare: 445.0, route_id: route_db78ea66_0_1767932356, route_type: Normal Route, fare_type: AC}]"
Eravur,Kiraan,140.0,"[:Fare {fare: 140.0, route_id: route_db78ea66_361_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Nochchiyagama,1370.0,"[:Fare {fare: 1370.0, route_id: route_db78ea66_79_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Anuradhapura,1250.0,"[:Fare {fare: 1250.0, route_id: route_db78ea66_80_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Dambulla,1030.0,"[:Fare {fare: 1030.0, route_id: route_db78ea66_217_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Kaduwela,635.0,"[:Fare {fare: 635.0, route_id: route_db78ea66_84_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Puttalam,1635.0,"[:Fare {fare: 1635.0, route_id: route_db78ea66_78_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Nittabuwa,1645.0,"[:Fare {fare: 1645.0, route_id: route_db78ea66_210_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Norochchole,1770.0,"[:Fare {fare: 1770.0, route_id: route_db78ea66_76_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Kalpitiya,1900.0,"[:Fare {fare: 1900.0, route_id: route_db78ea66_75_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Maradankadawala,1040.0,"[:Fare {fare: 1040.0, route_id: route_db78ea66_81_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Habarana,900.0,"[:Fare {fare: 900.0, route_id: route_db78ea66_82_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Minneriya,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_83_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Welikanda,500.0,"[:Fare {fare: 500.0, route_id: route_db78ea66_85_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Walachchena,300.0,"[:Fare {fare: 300.0, route_id: route_db78ea66_110_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Eravur,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_87_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Eravur,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_223_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Kalawanchikudi,190.0,"[:Fare {fare: 190.0, route_id: route_db78ea66_492_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Kalmunai,255.0,"[:Fare {fare: 255.0, route_id: route_db78ea66_491_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Akkareipaththu,380.0,"[:Fare {fare: 380.0, route_id: route_db78ea66_488_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Kiribathgoda,1800.0,"[:Fare {fare: 1800.0, route_id: route_db78ea66_208_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Yakkala,1700.0,"[:Fare {fare: 1700.0, route_id: route_db78ea66_209_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Warakapola,1560.0,"[:Fare {fare: 1560.0, route_id: route_db78ea66_211_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Polgahawela,1460.0,"[:Fare {fare: 1460.0, route_id: route_db78ea66_212_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Palawiya,1665.0,"[:Fare {fare: 1665.0, route_id: route_db78ea66_77_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Ibbagamuwa,1260.0,"[:Fare {fare: 1260.0, route_id: route_db78ea66_214_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Malsiripura,1195.0,"[:Fare {fare: 1195.0, route_id: route_db78ea66_215_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Galewela,1120.0,"[:Fare {fare: 1120.0, route_id: route_db78ea66_216_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Nindawur,290.0,"[:Fare {fare: 290.0, route_id: route_db78ea66_490_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Batticaloa,100.0,"[:Fare {fare: 100.0, route_id: route_db78ea66_224_1767932356, route_type: Normal Route, fare_type: AC}]"
Kaththankudi,Oluwil,320.0,"[:Fare {fare: 320.0, route_id: route_db78ea66_489_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Nochchiyagama,1480.0,"[:Fare {fare: 1480.0, route_id: route_db78ea66_92_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Anuradhapura,1360.0,"[:Fare {fare: 1360.0, route_id: route_db78ea66_93_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Dambulla,1140.0,"[:Fare {fare: 1140.0, route_id: route_db78ea66_235_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Kaduwela,745.0,"[:Fare {fare: 745.0, route_id: route_db78ea66_97_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Puttalam,1745.0,"[:Fare {fare: 1745.0, route_id: route_db78ea66_91_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Nittabuwa,1755.0,"[:Fare {fare: 1755.0, route_id: route_db78ea66_228_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Norochchole,1875.0,"[:Fare {fare: 1875.0, route_id: route_db78ea66_89_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Kalpitiya,2010.0,"[:Fare {fare: 2010.0, route_id: route_db78ea66_88_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Maradankadawala,1150.0,"[:Fare {fare: 1150.0, route_id: route_db78ea66_94_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Habarana,1010.0,"[:Fare {fare: 1010.0, route_id: route_db78ea66_95_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Minneriya,865.0,"[:Fare {fare: 865.0, route_id: route_db78ea66_96_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Welikanda,615.0,"[:Fare {fare: 615.0, route_id: route_db78ea66_98_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Walachchena,415.0,"[:Fare {fare: 415.0, route_id: route_db78ea66_99_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Eravur,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_100_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Eravur,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_241_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Kaththankudi,190.0,"[:Fare {fare: 190.0, route_id: route_db78ea66_101_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Kalmunai,140.0,"[:Fare {fare: 140.0, route_id: route_db78ea66_487_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Akkareipaththu,270.0,"[:Fare {fare: 270.0, route_id: route_db78ea66_484_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Kiribathgoda,1910.0,"[:Fare {fare: 1910.0, route_id: route_db78ea66_226_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Yakkala,1810.0,"[:Fare {fare: 1810.0, route_id: route_db78ea66_227_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Warakapola,1665.0,"[:Fare {fare: 1665.0, route_id: route_db78ea66_229_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Polgahawela,1570.0,"[:Fare {fare: 1570.0, route_id: route_db78ea66_230_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Palawiya,1780.0,"[:Fare {fare: 1780.0, route_id: route_db78ea66_90_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Ibbagamuwa,1370.0,"[:Fare {fare: 1370.0, route_id: route_db78ea66_232_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Malsiripura,1305.0,"[:Fare {fare: 1305.0, route_id: route_db78ea66_233_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Galewela,1225.0,"[:Fare {fare: 1225.0, route_id: route_db78ea66_234_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Nindawur,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_486_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Batticaloa,240.0,"[:Fare {fare: 240.0, route_id: route_db78ea66_242_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Wakaneri Junction,490.0,"[:Fare {fare: 490.0, route_id: route_db78ea66_387_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Oluwil,210.0,"[:Fare {fare: 210.0, route_id: route_db78ea66_485_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalawanchikudi,Kiraan,380.0,"[:Fare {fare: 380.0, route_id: route_db78ea66_388_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Nochchiyagama,1545.0,"[:Fare {fare: 1545.0, route_id: route_db78ea66_106_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Anuradhapura,1425.0,"[:Fare {fare: 1425.0, route_id: route_db78ea66_107_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Mawanalla,1545.0,"[:Fare {fare: 1545.0, route_id: route_db78ea66_228_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Dambulla,1205.0,"[:Fare {fare: 1205.0, route_id: route_db78ea66_397_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Kaduwela,810.0,"[:Fare {fare: 810.0, route_id: route_db78ea66_111_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Kaduwela,2150.0,"[:Fare {fare: 2150.0, route_id: route_db78ea66_478_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Kaduwela,2230.0,"[:Fare {fare: 2230.0, route_id: route_db78ea66_322_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Kaduwela,2260.0,"[:Fare {fare: 2260.0, route_id: route_db78ea66_183_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Awissawella,2000.0,"[:Fare {fare: 2000.0, route_id: route_db78ea66_479_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Awissawella,2075.0,"[:Fare {fare: 2075.0, route_id: route_db78ea66_323_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Awissawella,2105.0,"[:Fare {fare: 2105.0, route_id: route_db78ea66_184_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Ahaliyagoda,1920.0,"[:Fare {fare: 1920.0, route_id: route_db78ea66_480_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Ahaliyagoda,2000.0,"[:Fare {fare: 2000.0, route_id: route_db78ea66_324_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Ahaliyagoda,2030.0,"[:Fare {fare: 2030.0, route_id: route_db78ea66_185_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Kuruwita,1820.0,"[:Fare {fare: 1820.0, route_id: route_db78ea66_481_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Kuruwita,1900.0,"[:Fare {fare: 1900.0, route_id: route_db78ea66_325_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Kuruwita,1930.0,"[:Fare {fare: 1930.0, route_id: route_db78ea66_186_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Ratnapura,1755.0,"[:Fare {fare: 1755.0, route_id: route_db78ea66_482_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Ratnapura,1835.0,"[:Fare {fare: 1835.0, route_id: route_db78ea66_326_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Ratnapura,1865.0,"[:Fare {fare: 1865.0, route_id: route_db78ea66_187_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Palmadulla,1635.0,"[:Fare {fare: 1635.0, route_id: route_db78ea66_483_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Palmadulla,1710.0,"[:Fare {fare: 1710.0, route_id: route_db78ea66_327_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Palmadulla,1745.0,"[:Fare {fare: 1745.0, route_id: route_db78ea66_188_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Godakawela,1500.0,"[:Fare {fare: 1500.0, route_id: route_db78ea66_484_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Godakawela,1580.0,"[:Fare {fare: 1580.0, route_id: route_db78ea66_328_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Godakawela,1610.0,"[:Fare {fare: 1610.0, route_id: route_db78ea66_189_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Udawalawa Junction,1380.0,"[:Fare {fare: 1380.0, route_id: route_db78ea66_485_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Udawalawa Junction,1460.0,"[:Fare {fare: 1460.0, route_id: route_db78ea66_329_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Udawalawa Junction,1490.0,"[:Fare {fare: 1490.0, route_id: route_db78ea66_190_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Puttalam,1810.0,"[:Fare {fare: 1810.0, route_id: route_db78ea66_105_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Nittabuwa,1845.0,"[:Fare {fare: 1845.0, route_id: route_db78ea66_225_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Nittabuwa,1820.0,"[:Fare {fare: 1820.0, route_id: route_db78ea66_392_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Norochchole,1940.0,"[:Fare {fare: 1940.0, route_id: route_db78ea66_103_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Kalpitiya,2075.0,"[:Fare {fare: 2075.0, route_id: route_db78ea66_102_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Maradankadawala,1220.0,"[:Fare {fare: 1220.0, route_id: route_db78ea66_108_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Habarana,1075.0,"[:Fare {fare: 1075.0, route_id: route_db78ea66_109_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Minneriya,930.0,"[:Fare {fare: 930.0, route_id: route_db78ea66_110_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalmunai,Welikanda,680.0,"[:Fare {fare: 680.0, route_id: route_db78ea66_112_1767932356, route_type: Normal Route, fare_type: AC}]"
