origin,destination,fare,f
Nittabuwa,Ambalangoda,765.0,"[:Fare {fare: 765.0, route_id: route_db78ea66_15_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Matara,1175.0,"[:Fare {fare: 1175.0, route_id: route_db78ea66_12_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Negambo,290.0,"[:Fare {fare: 290.0, route_id: route_db78ea66_358_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Kaduwela,245.0,"[:Fare {fare: 245.0, route_id: route_db78ea66_242_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Minuwangoda,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_359_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Kiribathgoda,240.0,"[:Fare {fare: 240.0, route_id: route_db78ea66_227_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Yakkala,120.0,"[:Fare {fare: 120.0, route_id: route_db78ea66_228_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Yakkala,120.0,"[:Fare {fare: 120.0, route_id: route_db78ea66_52_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Narahenpita,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_382_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Moratuwa,390.0,"[:Fare {fare: 390.0, route_id: route_db78ea66_381_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Nugegoda,335.0,"[:Fare {fare: 335.0, route_id: route_db78ea66_241_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Balummahara,140.0,"[:Fare {fare: 140.0, route_id: route_db78ea66_243_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Dikwella,1285.0,"[:Fare {fare: 1285.0, route_id: route_db78ea66_11_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Beliatta,1360.0,"[:Fare {fare: 1360.0, route_id: route_db78ea66_10_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Ahangama,1040.0,"[:Fare {fare: 1040.0, route_id: route_db78ea66_13_1767932356, route_type: Normal Route, fare_type: AC}]"
Nittabuwa,Walasmulla,1450.0,"[:Fare {fare: 1450.0, route_id: route_db78ea66_9_1767932356, route_type: Normal Route, fare_type: AC}]"
Norochchole,Mundalama,290.0,"[:Fare {fare: 290.0, route_id: route_db78ea66_287_1767932356, route_type: Normal Route, fare_type: AC}]"
Norochchole,Vennappuwa,570.0,"[:Fare {fare: 570.0, route_id: route_db78ea66_284_1767932356, route_type: Normal Route, fare_type: AC}]"
Norochchole,Marawila,525.0,"[:Fare {fare: 525.0, route_id: route_db78ea66_285_1767932356, route_type: Normal Route, fare_type: AC}]"
Norochchole,Chilaw,435.0,"[:Fare {fare: 435.0, route_id: route_db78ea66_286_1767932356, route_type: Normal Route, fare_type: AC}]"
Norochchole,Ja Ela,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_282_1767932356, route_type: Normal Route, fare_type: AC}]"
Norochchole,Wattala,810.0,"[:Fare {fare: 810.0, route_id: route_db78ea66_281_1767932356, route_type: Normal Route, fare_type: AC}]"
Norochchole,Thelwatta,670.0,"[:Fare {fare: 670.0, route_id: route_db78ea66_283_1767932356, route_type: Normal Route, fare_type: AC}]"
Norochchole,Kalpitiya,210.0,"[:Fare {fare: 210.0, route_id: route_db78ea66_497_1767932356, route_type: Normal Route, fare_type: AC}]"
Norochchole,Palawiya,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_288_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalpitiya,Mundalama,425.0,"[:Fare {fare: 425.0, route_id: route_db78ea66_306_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalpitiya,Vennappuwa,700.0,"[:Fare {fare: 700.0, route_id: route_db78ea66_303_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalpitiya,Marawila,660.0,"[:Fare {fare: 660.0, route_id: route_db78ea66_304_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalpitiya,Chilaw,570.0,"[:Fare {fare: 570.0, route_id: route_db78ea66_305_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalpitiya,Ja Ela,890.0,"[:Fare {fare: 890.0, route_id: route_db78ea66_301_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalpitiya,Wattala,940.0,"[:Fare {fare: 940.0, route_id: route_db78ea66_300_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalpitiya,Thelwatta,800.0,"[:Fare {fare: 800.0, route_id: route_db78ea66_302_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalpitiya,Norochchole,210.0,"[:Fare {fare: 210.0, route_id: route_db78ea66_308_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalpitiya,Palawiya,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_307_1767932356, route_type: Normal Route, fare_type: AC}]"
Kalpitiya,Palakuda Junction,160.0,"[:Fare {fare: 160.0, route_id: route_db78ea66_309_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Nochchiyagama,415.0,"[:Fare {fare: 415.0, route_id: route_db78ea66_16_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Anuradhapura,290.0,"[:Fare {fare: 290.0, route_id: route_db78ea66_17_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Dambulla,255.0,"[:Fare {fare: 255.0, route_id: route_db78ea66_0_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Puttalam,680.0,"[:Fare {fare: 680.0, route_id: route_db78ea66_15_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Norochchole,810.0,"[:Fare {fare: 810.0, route_id: route_db78ea66_13_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Kalpitiya,940.0,"[:Fare {fare: 940.0, route_id: route_db78ea66_12_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Palawiya,715.0,"[:Fare {fare: 715.0, route_id: route_db78ea66_14_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Mahiyanganaya,830.0,"[:Fare {fare: 830.0, route_id: route_db78ea66_495_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Badulla,1250.0,"[:Fare {fare: 1250.0, route_id: route_db78ea66_490_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Meegahakiwla,1085.0,"[:Fare {fare: 1085.0, route_id: route_db78ea66_492_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Thaldena,1160.0,"[:Fare {fare: 1160.0, route_id: route_db78ea66_491_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Buddankotte,1010.0,"[:Fare {fare: 1010.0, route_id: route_db78ea66_493_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,17 junction,900.0,"[:Fare {fare: 900.0, route_id: route_db78ea66_494_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Hebarawa,700.0,"[:Fare {fare: 700.0, route_id: route_db78ea66_496_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Hettipola,660.0,"[:Fare {fare: 660.0, route_id: route_db78ea66_497_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Laggala,570.0,"[:Fare {fare: 570.0, route_id: route_db78ea66_498_1767932356, route_type: Normal Route, fare_type: AC}]"
Maradankadawala,Bakamuna,400.0,"[:Fare {fare: 400.0, route_id: route_db78ea66_499_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Nochchiyagama,555.0,"[:Fare {fare: 555.0, route_id: route_db78ea66_22_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Anuradhapura,435.0,"[:Fare {fare: 435.0, route_id: route_db78ea66_23_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Mawanalla,745.0,"[:Fare {fare: 745.0, route_id: route_db78ea66_272_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Mawanalla,780.0,"[:Fare {fare: 780.0, route_id: route_db78ea66_260_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Matale,460.0,"[:Fare {fare: 460.0, route_id: route_db78ea66_25_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Nawula,315.0,"[:Fare {fare: 315.0, route_id: route_db78ea66_26_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Dambulla,210.0,"[:Fare {fare: 210.0, route_id: route_db78ea66_27_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Kaduwela,345.0,"[:Fare {fare: 345.0, route_id: route_db78ea66_54_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Awissawella,1105.0,"[:Fare {fare: 1105.0, route_id: route_db78ea66_268_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Puttalam,820.0,"[:Fare {fare: 820.0, route_id: route_db78ea66_21_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Galigamuwa,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_270_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Nittabuwa,830.0,"[:Fare {fare: 830.0, route_id: route_db78ea66_112_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Norochchole,950.0,"[:Fare {fare: 950.0, route_id: route_db78ea66_19_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Kalpitiya,1085.0,"[:Fare {fare: 1085.0, route_id: route_db78ea66_18_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Maradankadawala,225.0,"[:Fare {fare: 225.0, route_id: route_db78ea66_24_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Minneriya,225.0,"[:Fare {fare: 225.0, route_id: route_db78ea66_55_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Welikanda,480.0,"[:Fare {fare: 480.0, route_id: route_db78ea66_53_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Walachchena,680.0,"[:Fare {fare: 680.0, route_id: route_db78ea66_52_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Eravur,780.0,"[:Fare {fare: 780.0, route_id: route_db78ea66_51_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Kaththankudi,900.0,"[:Fare {fare: 900.0, route_id: route_db78ea66_49_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Kalawanchikudi,1010.0,"[:Fare {fare: 1010.0, route_id: route_db78ea66_48_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Kalmunai,1075.0,"[:Fare {fare: 1075.0, route_id: route_db78ea66_47_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Akkareipaththu,1195.0,"[:Fare {fare: 1195.0, route_id: route_db78ea66_44_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Kiribathgoda,985.0,"[:Fare {fare: 985.0, route_id: route_db78ea66_110_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Yakkala,890.0,"[:Fare {fare: 890.0, route_id: route_db78ea66_111_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Warakapola,745.0,"[:Fare {fare: 745.0, route_id: route_db78ea66_113_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Warakapola,985.0,"[:Fare {fare: 985.0, route_id: route_db78ea66_258_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Polgahawela,645.0,"[:Fare {fare: 645.0, route_id: route_db78ea66_449_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Palawiya,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_20_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Kegalle,820.0,"[:Fare {fare: 820.0, route_id: route_db78ea66_271_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Kegalle,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_259_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Katugastota,690.0,"[:Fare {fare: 690.0, route_id: route_db78ea66_273_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Akurana,550.0,"[:Fare {fare: 550.0, route_id: route_db78ea66_275_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Akurana,555.0,"[:Fare {fare: 555.0, route_id: route_db78ea66_262_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Ibbagamuwa,445.0,"[:Fare {fare: 445.0, route_id: route_db78ea66_116_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Malsiripura,380.0,"[:Fare {fare: 380.0, route_id: route_db78ea66_117_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Galewela,300.0,"[:Fare {fare: 300.0, route_id: route_db78ea66_118_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Nugegoda,1370.0,"[:Fare {fare: 1370.0, route_id: route_db78ea66_265_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Nindawur,1105.0,"[:Fare {fare: 1105.0, route_id: route_db78ea66_46_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Batticaloa,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_50_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Oluwil,1140.0,"[:Fare {fare: 1140.0, route_id: route_db78ea66_45_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Aguruwalla,985.0,"[:Fare {fare: 985.0, route_id: route_db78ea66_269_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Makumbura,1315.0,"[:Fare {fare: 1315.0, route_id: route_db78ea66_266_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Kaluaggala,1195.0,"[:Fare {fare: 1195.0, route_id: route_db78ea66_267_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Padukka,1295.0,"[:Fare {fare: 1295.0, route_id: route_db78ea66_255_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Pugoda,1180.0,"[:Fare {fare: 1180.0, route_id: route_db78ea66_256_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Aththanagalla,1100.0,"[:Fare {fare: 1100.0, route_id: route_db78ea66_257_1767932356, route_type: Normal Route, fare_type: AC}]"
Habarana,Horana,1390.0,"[:Fare {fare: 1390.0, route_id: route_db78ea66_254_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Nochchiyagama,700.0,"[:Fare {fare: 700.0, route_id: route_db78ea66_29_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Anuradhapura,580.0,"[:Fare {fare: 580.0, route_id: route_db78ea66_30_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Mawanalla,920.0,"[:Fare {fare: 920.0, route_id: route_db78ea66_272_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Matale,600.0,"[:Fare {fare: 600.0, route_id: route_db78ea66_275_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Nawula,460.0,"[:Fare {fare: 460.0, route_id: route_db78ea66_276_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Dambulla,360.0,"[:Fare {fare: 360.0, route_id: route_db78ea66_130_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Kaduwela,200.0,"[:Fare {fare: 200.0, route_id: route_db78ea66_43_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Puttalam,965.0,"[:Fare {fare: 965.0, route_id: route_db78ea66_28_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Nittabuwa,975.0,"[:Fare {fare: 975.0, route_id: route_db78ea66_123_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Norochchole,1100.0,"[:Fare {fare: 1100.0, route_id: route_db78ea66_26_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Kalpitiya,1225.0,"[:Fare {fare: 1225.0, route_id: route_db78ea66_25_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Maradankadawala,365.0,"[:Fare {fare: 365.0, route_id: route_db78ea66_31_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Habarana,225.0,"[:Fare {fare: 225.0, route_id: route_db78ea66_32_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Welikanda,335.0,"[:Fare {fare: 335.0, route_id: route_db78ea66_42_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Walachchena,535.0,"[:Fare {fare: 535.0, route_id: route_db78ea66_41_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Eravur,635.0,"[:Fare {fare: 635.0, route_id: route_db78ea66_40_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Kaththankudi,755.0,"[:Fare {fare: 755.0, route_id: route_db78ea66_38_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Kalawanchikudi,865.0,"[:Fare {fare: 865.0, route_id: route_db78ea66_37_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Kalmunai,930.0,"[:Fare {fare: 930.0, route_id: route_db78ea66_36_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Akkareipaththu,1050.0,"[:Fare {fare: 1050.0, route_id: route_db78ea66_33_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Kiribathgoda,1130.0,"[:Fare {fare: 1130.0, route_id: route_db78ea66_121_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Yakkala,1030.0,"[:Fare {fare: 1030.0, route_id: route_db78ea66_181_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Warakapola,890.0,"[:Fare {fare: 890.0, route_id: route_db78ea66_124_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Warakapola,1130.0,"[:Fare {fare: 1130.0, route_id: route_db78ea66_270_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Polgahawela,790.0,"[:Fare {fare: 790.0, route_id: route_db78ea66_125_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Palawiya,995.0,"[:Fare {fare: 995.0, route_id: route_db78ea66_27_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Kegalle,995.0,"[:Fare {fare: 995.0, route_id: route_db78ea66_271_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Akurana,700.0,"[:Fare {fare: 700.0, route_id: route_db78ea66_274_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Ibbagamuwa,590.0,"[:Fare {fare: 590.0, route_id: route_db78ea66_127_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Malsiripura,525.0,"[:Fare {fare: 525.0, route_id: route_db78ea66_128_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Galewela,445.0,"[:Fare {fare: 445.0, route_id: route_db78ea66_129_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Nindawur,965.0,"[:Fare {fare: 965.0, route_id: route_db78ea66_35_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Batticaloa,715.0,"[:Fare {fare: 715.0, route_id: route_db78ea66_39_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Oluwil,995.0,"[:Fare {fare: 995.0, route_id: route_db78ea66_34_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Padukka,1435.0,"[:Fare {fare: 1435.0, route_id: route_db78ea66_267_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Pugoda,1330.0,"[:Fare {fare: 1330.0, route_id: route_db78ea66_268_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Aththanagalla,1240.0,"[:Fare {fare: 1240.0, route_id: route_db78ea66_269_1767932356, route_type: Normal Route, fare_type: AC}]"
Minneriya,Horana,1535.0,"[:Fare {fare: 1535.0, route_id: route_db78ea66_266_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Nochchiyagama,950.0,"[:Fare {fare: 950.0, route_id: route_db78ea66_46_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Anuradhapura,830.0,"[:Fare {fare: 830.0, route_id: route_db78ea66_47_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Mawanalla,1175.0,"[:Fare {fare: 1175.0, route_id: route_db78ea66_299_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Matale,855.0,"[:Fare {fare: 855.0, route_id: route_db78ea66_302_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Nawula,715.0,"[:Fare {fare: 715.0, route_id: route_db78ea66_303_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Dambulla,615.0,"[:Fare {fare: 615.0, route_id: route_db78ea66_155_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Kaduwela,210.0,"[:Fare {fare: 210.0, route_id: route_db78ea66_51_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Puttalam,1220.0,"[:Fare {fare: 1220.0, route_id: route_db78ea66_45_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Nittabuwa,1225.0,"[:Fare {fare: 1225.0, route_id: route_db78ea66_148_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Norochchole,1350.0,"[:Fare {fare: 1350.0, route_id: route_db78ea66_43_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Kalpitiya,1480.0,"[:Fare {fare: 1480.0, route_id: route_db78ea66_42_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Maradankadawala,620.0,"[:Fare {fare: 620.0, route_id: route_db78ea66_48_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Habarana,480.0,"[:Fare {fare: 480.0, route_id: route_db78ea66_49_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Minneriya,335.0,"[:Fare {fare: 335.0, route_id: route_db78ea66_50_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Walachchena,280.0,"[:Fare {fare: 280.0, route_id: route_db78ea66_22_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Eravur,380.0,"[:Fare {fare: 380.0, route_id: route_db78ea66_21_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Kaththankudi,500.0,"[:Fare {fare: 500.0, route_id: route_db78ea66_19_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Kalawanchikudi,615.0,"[:Fare {fare: 615.0, route_id: route_db78ea66_18_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Kalmunai,680.0,"[:Fare {fare: 680.0, route_id: route_db78ea66_17_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Akkareipaththu,800.0,"[:Fare {fare: 800.0, route_id: route_db78ea66_14_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Kiribathgoda,1380.0,"[:Fare {fare: 1380.0, route_id: route_db78ea66_146_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Yakkala,1285.0,"[:Fare {fare: 1285.0, route_id: route_db78ea66_147_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Warakapola,1140.0,"[:Fare {fare: 1140.0, route_id: route_db78ea66_149_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Warakapola,1380.0,"[:Fare {fare: 1380.0, route_id: route_db78ea66_297_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Polgahawela,1040.0,"[:Fare {fare: 1040.0, route_id: route_db78ea66_150_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Palawiya,1250.0,"[:Fare {fare: 1250.0, route_id: route_db78ea66_44_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Kegalle,1250.0,"[:Fare {fare: 1250.0, route_id: route_db78ea66_298_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Akurana,950.0,"[:Fare {fare: 950.0, route_id: route_db78ea66_301_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Ibbagamuwa,845.0,"[:Fare {fare: 845.0, route_id: route_db78ea66_152_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Malsiripura,780.0,"[:Fare {fare: 780.0, route_id: route_db78ea66_153_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Galewela,700.0,"[:Fare {fare: 700.0, route_id: route_db78ea66_154_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Nindawur,715.0,"[:Fare {fare: 715.0, route_id: route_db78ea66_16_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Batticaloa,460.0,"[:Fare {fare: 460.0, route_id: route_db78ea66_20_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Oluwil,745.0,"[:Fare {fare: 745.0, route_id: route_db78ea66_15_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Padukka,1690.0,"[:Fare {fare: 1690.0, route_id: route_db78ea66_294_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Pugoda,1580.0,"[:Fare {fare: 1580.0, route_id: route_db78ea66_295_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Aththanagalla,1490.0,"[:Fare {fare: 1490.0, route_id: route_db78ea66_296_1767932356, route_type: Normal Route, fare_type: AC}]"
Welikanda,Horana,1790.0,"[:Fare {fare: 1790.0, route_id: route_db78ea66_293_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Nochchiyagama,1150.0,"[:Fare {fare: 1150.0, route_id: route_db78ea66_56_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Anuradhapura,1030.0,"[:Fare {fare: 1030.0, route_id: route_db78ea66_57_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Dambulla,810.0,"[:Fare {fare: 810.0, route_id: route_db78ea66_169_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Kaduwela,415.0,"[:Fare {fare: 415.0, route_id: route_db78ea66_61_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Puttalam,1415.0,"[:Fare {fare: 1415.0, route_id: route_db78ea66_55_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Nittabuwa,1425.0,"[:Fare {fare: 1425.0, route_id: route_db78ea66_162_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Norochchole,1545.0,"[:Fare {fare: 1545.0, route_id: route_db78ea66_53_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Kalpitiya,1680.0,"[:Fare {fare: 1680.0, route_id: route_db78ea66_52_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Maradankadawala,820.0,"[:Fare {fare: 820.0, route_id: route_db78ea66_58_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Habarana,680.0,"[:Fare {fare: 680.0, route_id: route_db78ea66_59_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Minneriya,535.0,"[:Fare {fare: 535.0, route_id: route_db78ea66_60_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Welikanda,280.0,"[:Fare {fare: 280.0, route_id: route_db78ea66_62_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Eravur,180.0,"[:Fare {fare: 180.0, route_id: route_db78ea66_13_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Kaththankudi,300.0,"[:Fare {fare: 300.0, route_id: route_db78ea66_11_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Kalawanchikudi,415.0,"[:Fare {fare: 415.0, route_id: route_db78ea66_10_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Kalmunai,480.0,"[:Fare {fare: 480.0, route_id: route_db78ea66_9_1767932356, route_type: Normal Route, fare_type: AC}]"
Walachchena,Akkareipaththu,600.0,"[:Fare {fare: 600.0, route_id: route_db78ea66_6_1767932356, route_type: Normal Route, fare_type: AC}]"
